address,zipCode,city,state,price,bed,bath,sqft,pricePerSf,lotArea,lotAreaType,zillowUrl,latitude,longitude,homeType,imageUrl
"1063 Wallbrook Cres, Milton, ON L9T 5W4",L9T5W4,Milton,ON,899999.0,3.0,3.0,1470.0,612.24,2294.0452,sqft,https://zillow.com/homedetails/1063-Wallbrook-Cres-Milton-ON-L9T-5W4/448740162_zpid/,43.51786,-79.84854,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/73d646aec9eeb6fb3b90b2e60d0b9ae5-p_e.jpg
"828 Gazley Cir, Milton, ON L9T 6M2",L9T6M2,Milton,ON,899900.0,3.0,3.0,,,2298.868,sqft,https://zillow.com/homedetails/828-Gazley-Cir-Milton-ON-L9T-6M2/448797825_zpid/,43.518127,-79.83645,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c715804866ce8a12480bb418a4047bef-p_e.jpg
"217 Woodley Cres NW, Milton, ON L9T 8B8",L9T8B8,Milton,ON,829000.0,3.0,2.0,,,1179.976,sqft,https://zillow.com/homedetails/217-Woodley-Cres-NW-Milton-ON-L9T-8B8/449847976_zpid/,43.489864,-79.86105,TOWNHOUSE,https://photos.zillowstatic.com/fp/85e3436090f02d8bc47456ad93d10faa-p_e.jpg
"1240 Field Dr, Milton, ON L9T 6G4",L9T6G4,Milton,ON,1525000.0,3.0,3.0,,,0.086,sqft,https://zillow.com/homedetails/1240-Field-Dr-Milton-ON-L9T-6G4/449741186_zpid/,43.5218,-79.84735,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4c32d82642ea9c0e69b6fde7b923ad37-p_e.jpg
"1475 Pratt Hts, Milton, ON L9E 1J3",L9E1J3,Milton,ON,905000.0,3.0,3.0,,,2255.5,sqft,https://zillow.com/homedetails/1475-Pratt-Hts-Milton-ON-L9E-1J3/2080305740_zpid/,43.480957,-79.84876,TOWNHOUSE,https://photos.zillowstatic.com/fp/42a56d05d8a94e04410453797a4ab95f-p_e.jpg
"365 Laundon Ter, Milton, ON L9T 7N9",L9T7N9,Milton,ON,1497000.0,4.0,4.0,,,3809.8258,sqft,https://zillow.com/homedetails/365-Laundon-Ter-Milton-ON-L9T-7N9/2070580316_zpid/,43.490623,-79.88972,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/717d2f74534a080ff40b9adbb726edbf-p_e.jpg
"1419 Costigan Rd #303, Milton, ON L9T 2L4",L9T2L4,Milton,ON,599900.0,2.0,2.0,1166.0,514.49,,,https://zillow.com/homedetails/1419-Costigan-Rd-303-Milton-ON-L9T-2L4/449628534_zpid/,43.525864,-79.84879,CONDO,https://photos.zillowstatic.com/fp/cc6330dc511faf23bb372a531ec330a7-p_e.jpg
"289 Elmwood Cres, Milton, ON L9T 1C3",L9T1C3,Milton,ON,1385000.0,5.0,2.0,,,7200.0,sqft,https://zillow.com/homedetails/289-Elmwood-Cres-Milton-ON-L9T-1C3/2058424211_zpid/,43.505936,-79.87958,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4398235c4e0e26b4956b76487a309052-p_e.jpg
"1009 Kennedy Cir, Milton, ON L9T 5S4",L9T5S4,Milton,ON,874900.0,3.0,3.0,1200.0,729.08,1735.44,sqft,https://zillow.com/homedetails/1009-Kennedy-Cir-Milton-ON-L9T-5S4/449659039_zpid/,43.508575,-79.83951,TOWNHOUSE,https://photos.zillowstatic.com/fp/d085bcf42db111134e3033a5ec97526e-p_e.jpg
"522 Roseheath Dr, Milton, ON L9T 4V6",L9T4V6,Milton,ON,1198000.0,4.0,3.0,,,3635.0496,sqft,https://zillow.com/homedetails/522-Roseheath-Dr-Milton-ON-L9T-4V6/2068680301_zpid/,43.500492,-79.87239,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0a19896dc3c314b7ade3876f3e53880e-p_e.jpg
"817 Watson Ter, Milton, ON L9T 5Z8",L9T5Z8,Milton,ON,1149000.0,3.0,3.0,,,3174.7901,sqft,https://zillow.com/homedetails/817-Watson-Ter-Milton-ON-L9T-5Z8/449656456_zpid/,43.523304,-79.831406,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4c88dfd2a0e6f27210cab09ee0e41e0f-p_e.jpg
"932 Cherry Ct, Milton, ON L9E 1P8",L9E1P8,Milton,ON,977000.0,4.0,3.0,,,1771.0,sqft,https://zillow.com/homedetails/932-Cherry-Ct-Milton-ON-L9E-1P8/444956577_zpid/,43.49922,-79.828636,TOWNHOUSE,https://photos.zillowstatic.com/fp/34e1d52b6d0c590e3c2fa2648492f7fa-p_e.jpg
"882 Magnolia Ter, Milton, ON L9E 1R2",L9E1R2,Milton,ON,1419900.0,4.0,3.0,,,3196.8522,sqft,https://zillow.com/homedetails/882-Magnolia-Ter-Milton-ON-L9E-1R2/2053534594_zpid/,43.498596,-79.83251,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d13c1648506cd3c414b0b76732f4a296-p_e.jpg
"471 Grey Lndg, Milton, ON L9E 0B4",L9E0B4,Milton,ON,1099900.0,4.0,3.0,,,2659.1716,sqft,https://zillow.com/homedetails/471-Grey-Lndg-Milton-ON-L9E-0B4/2067094615_zpid/,43.48804,-79.84064,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/71e7f9cd883d61a06eaf22733ebc631a-p_e.jpg
"396 Scott Blvd, Milton, ON L9T 0T2",L9T0T2,Milton,ON,1949999.0,5.0,4.0,,,3806.2826,sqft,https://zillow.com/homedetails/396-Scott-Blvd-Milton-ON-L9T-0T2/449633683_zpid/,43.49557,-79.88192,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e9decdbc24450212816472150412efdc-p_e.jpg
"1121 Meighen Way, Milton, ON L9T 6V6",L9T6V6,Milton,ON,1549000.0,6.0,5.0,,,3928.82,sqft,https://zillow.com/homedetails/1121-Meighen-Way-Milton-ON-L9T-6V6/2077947855_zpid/,43.514282,-79.83446,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/05c894892b8426c7fade2bd862a5e185-p_e.jpg
"4490 Henderson Rd, Milton, ON L9E 0K1",L9E0K1,Milton,ON,14399000.0,6.0,11.0,,,4.0109,acres,https://zillow.com/homedetails/4490-Henderson-Rd-Milton-ON-L9E-0K1/2067052767_zpid/,43.460396,-79.812164,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bd94ac3e5493f86ff5f3c80d1d6e82ea-p_e.jpg
"3029 Burnhamthorpe Rd W, Milton, ON L9E 0J7",L9E0J7,Milton,ON,3499900.0,3.0,2.0,,,2.4502,acres,https://zillow.com/homedetails/3029-Burnhamthorpe-Rd-W-Milton-ON-L9E-0J7/439874001_zpid/,43.44854,-79.79652,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ba593d06f335529683f88a0e69a06c04-p_e.jpg
"700 Serafini Cres, Milton, ON L9T 7P4",L9T7P4,Milton,ON,1699000.0,6.0,5.0,,,451.38,sqft,https://zillow.com/homedetails/700-Serafini-Cres-Milton-ON-L9T-7P4/2061868904_zpid/,43.499374,-79.863434,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/64d0f346584f234b4cb5255bbf9986d9-p_e.jpg
"166 Ellis Cres, Milton, ON L9T 6B6",L9T6B6,Milton,ON,1248000.0,4.0,3.0,,,3699.7716,sqft,https://zillow.com/homedetails/166-Ellis-Cres-Milton-ON-L9T-6B6/2059976509_zpid/,43.530525,-79.85818,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6f97eaac20c8b92ce2b14bc78cbe5f74-p_e.jpg
"828 Howden Cres, Milton, ON L9T 0K9",L9T0K9,Milton,ON,1359000.0,4.0,3.0,,,3044.6091,sqft,https://zillow.com/homedetails/828-Howden-Cres-Milton-ON-L9T-0K9/448139402_zpid/,43.50676,-79.84568,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/94aa6cbaf7f110ccb0375ffeb54459c1-p_e.jpg
"1281 Dias Lndg, Milton, ON L9E 1W2",L9E1W2,Milton,ON,898900.0,3.0,3.0,,,2296.96,sqft,https://zillow.com/homedetails/1281-Dias-Lndg-Milton-ON-L9E-1W2/449573691_zpid/,43.47464,-79.86342,TOWNHOUSE,https://photos.zillowstatic.com/fp/cc4758f7f9c0df3f00fa9ad317dd896d-p_e.jpg
"1340 Main St E #208, Milton, ON L9T 7S6",L9T7S6,Milton,ON,499900.0,1.0,1.0,711.0,703.09,,,https://zillow.com/homedetails/1340-Main-St-E-208-Milton-ON-L9T-7S6/2071816927_zpid/,43.534435,-79.85947,CONDO,https://photos.zillowstatic.com/fp/78d9ec715f80a1dae3e210c8c1c3425e-p_e.jpg
"313 Murlock Hts, Milton, ON L9E 1C3",L9E1C3,Milton,ON,799000.0,4.0,3.0,,,930.09,sqft,https://zillow.com/homedetails/313-Murlock-Hts-Milton-ON-L9E-1C3/2071864222_zpid/,43.48984,-79.85202,TOWNHOUSE,https://photos.zillowstatic.com/fp/2f4443e6cd625aadeb32d7b52e998ab6-p_e.jpg
"929 Bessy Trl, Milton, ON L9T 0H2",L9T0H2,Milton,ON,1190000.0,4.0,4.0,,,2900.9142,sqft,https://zillow.com/homedetails/929-Bessy-Trl-Milton-ON-L9T-0H2/2070093497_zpid/,43.514286,-79.85052,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/25b9629e81591dce664e743be4632e0a-p_e.jpg
"258 Boland Cres, Milton, ON L0P 1B0",L0P1B0,Milton,ON,1688888.0,3.0,3.0,,,1.7563,acres,https://zillow.com/homedetails/258-Boland-Cres-Milton-ON-L0P-1B0/2062512102_zpid/,43.483135,-79.97795,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/62d83ece1d8e14f41c216d6b7c89fae9-p_e.jpg
"469 Boyd Ln, Milton, ON L9E 1X2",L9E1X2,Milton,ON,1099000.0,3.0,4.0,,,3207.951,sqft,https://zillow.com/homedetails/469-Boyd-Ln-Milton-ON-L9E-1X2/448717491_zpid/,43.47279,-79.863335,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/84da8a706c3a10e5b3156b834f56c0c5-p_e.jpg
"322 Fasken Ct, Milton, ON L9T 6S9",L9T6S9,Milton,ON,999000.0,4.0,4.0,1660.0,601.81,2811.4081,sqft,https://zillow.com/homedetails/322-Fasken-Ct-Milton-ON-L9T-6S9/449415895_zpid/,43.524845,-79.85877,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b69c227db78368bf6d3aac4124f85f21-p_e.jpg
"11170 Menzies Ct, Milton, ON L0P 1B0",L0P1B0,Milton,ON,2990000.0,7.0,5.0,,,1.7604,acres,https://zillow.com/homedetails/11170-Menzies-Ct-Milton-ON-L0P-1B0/2065490555_zpid/,43.532326,-80.03464,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8fccd3c63b5647d7e7153c6be049d7d0-p_e.jpg
"5433 6th Line, Milton, ON L9E 0X1",L9E0X1,Milton,ON,1649900.0,3.0,2.0,2185.0,755.1,1.0044,acres,https://zillow.com/homedetails/5433-6th-Line-Milton-ON-L9E-0X1/448835082_zpid/,43.516148,-79.77866,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1ba0430f3e93eb65fa3110c19c128764-p_e.jpg
"1458 Watercress Way, Milton, ON L9E 1Z9",L9E1Z9,Milton,ON,1045900.0,4.0,3.0,,,2776.41,sqft,https://zillow.com/homedetails/1458-Watercress-Way-Milton-ON-L9E-1Z9/447914417_zpid/,43.47061,-79.85924,TOWNHOUSE,https://photos.zillowstatic.com/fp/23f1101a9516ea289ede7292f5483ba8-p_e.jpg
"583 Beam Ct, Milton, ON L9E 1L3",L9E1L3,Milton,ON,2289000.0,6.0,5.0,,,6338.6188,sqft,https://zillow.com/homedetails/583-Beam-Ct-Milton-ON-L9E-1L3/443729405_zpid/,43.489346,-79.84208,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1aac8bcef4ebc11455e939aa687f5d0f-p_e.jpg
"9072 Guelph Junction Rd, Milton, ON L0P 1B0",L0P1B0,Milton,ON,774900.0,8.0,3.0,,,0.6590768388429752,acres,https://zillow.com/homedetails/9072-Guelph-Junction-Rd-Milton-ON-L0P-1B0/2057612585_zpid/,43.472862,-79.9986,MULTI_FAMILY,https://photos.zillowstatic.com/fp/9b89eb356b0be2fb08c3c4bd00550d80-p_e.jpg
"5175 Pineridge Dr, Milton, ON L7J 2L7",L7J2L7,Milton,ON,2499000.0,4.0,5.0,,,2.406,sqft,https://zillow.com/homedetails/5175-Pineridge-Dr-Milton-ON-L7J-2L7/352365784_zpid/,43.606873,-80.08137,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/aa79d07cce98564a6f19481946b387d5-p_e.jpg
"874 Pearen Ave, Milton, ON L9T 4Y3",L9T4Y3,Milton,ON,1195000.0,4.0,3.0,,,5710.428,sqft,https://zillow.com/homedetails/874-Pearen-Ave-Milton-ON-L9T-4Y3/449367421_zpid/,43.52025,-79.85961,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ad6ee5722b48254be9e4d8fd6c14b99b-p_e.jpg
"1016 McCuaig Dr, Milton, ON L9T 6S3",L9T6S3,Milton,ON,990000.0,4.0,4.0,,,3078.477,sqft,https://zillow.com/homedetails/1016-McCuaig-Dr-Milton-ON-L9T-6S3/2062915915_zpid/,43.52287,-79.858,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/20e8a04dc50f2b07fff0457ee53c3c1e-p_e.jpg
"288 Casson Point, Milton, ON L9E 0A1",L9E0A1,Milton,ON,799999.0,4.0,3.0,,,1179.4423,sqft,https://zillow.com/homedetails/288-Casson-Point-Milton-ON-L9E-0A1/443920417_zpid/,43.484142,-79.840294,TOWNHOUSE,https://photos.zillowstatic.com/fp/93ea42c5df008644cc5a435448d311d4-p_e.jpg
"943 McDuffe Cres, Milton, ON L9T 6M8",L9T6M8,Milton,ON,1069999.0,5.0,4.0,,,2900.91,sqft,https://zillow.com/homedetails/943-McDuffe-Cres-Milton-ON-L9T-6M8/448474647_zpid/,43.51863,-79.83186,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4925425178e8020594661d110d23f573-p_e.jpg
"17 Heaven Cres, Milton, ON L9E 1C1",L9E1C1,Milton,ON,999000.0,3.0,4.0,1792.0,557.48,2397.1454,sqft,https://zillow.com/homedetails/17-Heaven-Cres-Milton-ON-L9E-1C1/448826963_zpid/,43.477676,-79.84852,TOWNHOUSE,https://photos.zillowstatic.com/fp/8bc2d4b8d6655ac5155b6729abcf6557-p_e.jpg
"804 Bessy Trl, Milton, ON L9T 0G4",L9T0G4,Milton,ON,1199000.0,5.0,5.0,,,3646.1865,sqft,https://zillow.com/homedetails/804-Bessy-Trl-Milton-ON-L9T-0G4/347820254_zpid/,43.511375,-79.853325,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/81da762aa2aff8a4458aaacbef3e14ac-p_e.jpg
"1204 Brush Rd, Milton, ON L9T 0S7",L9T0S7,Milton,ON,1649790.0,6.0,6.0,,,0.09,sqft,https://zillow.com/homedetails/1204-Brush-Rd-Milton-ON-L9T-0S7/449024021_zpid/,43.53789,-79.866425,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c7d0467fa1e10a954834d5b80075d1db-p_e.jpg
"12629 2nd Line, Milton, ON L0P 1B0",L0P1B0,Milton,ON,1299000.0,4.0,4.0,,,5.0194,acres,https://zillow.com/homedetails/12629-2nd-Line-Milton-ON-L0P-1B0/2070780164_zpid/,43.550785,-80.09525,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9eb9280489d0710b98fd0288691a27c7-p_e.jpg
"1350 Lobelia Cres, Milton, ON L9E 1X5",L9E1X5,Milton,ON,1339900.0,4.0,3.0,,,2640.0,sqft,https://zillow.com/homedetails/1350-Lobelia-Cres-Milton-ON-L9E-1X5/447573176_zpid/,43.472965,-79.861565,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a5c26d333c874f665294c7676edd882e-p_e.jpg
"7520 McNiven Rd, Milton, ON L0P 1B0",L0P1B0,Milton,ON,90000.0,2.0,1.0,,,,,https://zillow.com/homedetails/7520-McNiven-Rd-Milton-ON-L0P-1B0/443891554_zpid/,43.43989,-79.96729,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/83dec4f256fbe0d79792174c6071a9f2-p_e.jpg
"12840 Britannia Rd, Milton, ON L9E 0V3",L9E0V3,Milton,ON,1995000.0,4.0,4.0,,,2.04,acres,https://zillow.com/homedetails/12840-Britannia-Rd-Milton-ON-L9E-0V3/447922321_zpid/,43.53345,-79.78327,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/08bd9b9742c9edc810bfc2970fddef45-p_e.jpg
"11490 Inglis Dr, Milton, ON L0P 1B0",L0P1B0,Milton,ON,2995000.0,4.0,5.0,,,1.5545,acres,https://zillow.com/homedetails/11490-Inglis-Dr-Milton-ON-L0P-1B0/2071808810_zpid/,43.533974,-80.037094,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f4258d394ae9badcc096b23b6a0f50e8-p_e.jpg
"849 Tea Lndg, Milton, ON L9E 1P4",L9E1P4,Milton,ON,1199500.0,4.0,3.0,2102.0,570.65,,,https://zillow.com/homedetails/849-Tea-Lndg-Milton-ON-L9E-1P4/447646395_zpid/,43.495186,-79.828545,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/912fa78d0c59517265a86a5f83a9e41e-p_e.jpg
"20 Sloan Dr, Milton, ON L9T 5P9",L9T5P9,Milton,ON,1169800.0,4.0,4.0,,,2411.6203,sqft,https://zillow.com/homedetails/20-Sloan-Dr-Milton-ON-L9T-5P9/443465307_zpid/,43.531948,-79.864456,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/60f8516cfc11422c75bc92e0c24c6c23-p_e.jpg
"892 Philbrook Dr, Milton, ON L9T 5A5",L9T5A5,Milton,ON,999900.0,3.0,3.0,,,3692.0,sqft,https://zillow.com/homedetails/892-Philbrook-Dr-Milton-ON-L9T-5A5/449387085_zpid/,43.507347,-79.84637,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1537f412ec24b3c0938eb41ae32abd12-p_e.jpg
"11015 Cedar Trl, Milton, ON L0P 1J0",L0P1J0,Milton,ON,2399999.0,5.0,5.0,,,2.0462,acres,https://zillow.com/homedetails/11015-Cedar-Trl-Milton-ON-L0P-1J0/2063931601_zpid/,43.514507,-80.05004,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/69f4010d4c96ef12bfa0fe4dc0de17fa-p_e.jpg
"9416 Side Road 5, Milton, ON L9T 7K8",L9T7K8,Milton,ON,1689000.0,4.0,3.0,,,,,https://zillow.com/homedetails/9416-Side-Road-5-Milton-ON-L9T-7K8/448643107_zpid/,43.553135,-79.90592,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f463a972b6d33385e12d0cd7d4628c63-p_e.jpg
"1005 Nadalin Hts #203, Milton, ON L9T 8R4",L9T8R4,Milton,ON,640000.0,2.0,2.0,,,,,https://zillow.com/homedetails/1005-Nadalin-Hts-203-Milton-ON-L9T-8R4/2078636591_zpid/,43.49617,-79.850044,APARTMENT,https://photos.zillowstatic.com/fp/82b6b34d54f9fd590a75664f1fbd51f0-p_e.jpg
"32 Dills Cres, Milton, ON L9T 5P9",L9T5P9,Milton,ON,899000.0,3.0,3.0,,,2363.55,sqft,https://zillow.com/homedetails/32-Dills-Cres-Milton-ON-L9T-5P9/2066540610_zpid/,43.53161,-79.86546,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d549ccb8a46fe4a3c4c68a55c64f7baa-p_e.jpg
"701 Savoline Blvd, Milton, ON L9T 0N2",L9T0N2,Milton,ON,1249500.0,4.0,4.0,1956.0,638.8,3691.8534,sqft,https://zillow.com/homedetails/701-Savoline-Blvd-Milton-ON-L9T-0N2/349485279_zpid/,43.486607,-79.87792,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ddc17c566d108f75e2eedf8c071f3ef3-p_e.jpg
"652 Lott Cres, Milton, ON L9T 7P7",L9T7P7,Milton,ON,1149000.0,5.0,4.0,,,2543.1768,sqft,https://zillow.com/homedetails/652-Lott-Cres-Milton-ON-L9T-7P7/449578766_zpid/,43.505314,-79.85326,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/62b44cf32945ca159854c902a5438acc-p_e.jpg
"7 McCandless Ct, Milton, ON L9T 2C4",L9T2C4,Milton,ON,899900.0,4.0,3.0,1275.0,705.8,1848.74,sqft,https://zillow.com/homedetails/7-McCandless-Ct-Milton-ON-L9T-2C4/449402696_zpid/,43.48789,-79.8684,TOWNHOUSE,https://photos.zillowstatic.com/fp/55f53ac3925b319c1f62d4e0ffffec35-p_e.jpg
"342 Martin St, Milton, ON L9T 2R6",L9T2R6,Milton,ON,1229900.0,3.0,3.0,1444.0,851.73,8094.0,sqft,https://zillow.com/homedetails/342-Martin-St-Milton-ON-L9T-2R6/448298829_zpid/,43.520298,-79.89176,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8320587a969531be30f131b2b751c010-p_e.jpg
"1335 Britton Cres, Milton, ON L9E 1L5",L9E1L5,Milton,ON,2499900.0,6.0,5.0,4000.0,624.98,4130.828,sqft,https://zillow.com/homedetails/1335-Britton-Cres-Milton-ON-L9E-1L5/2058412665_zpid/,43.490963,-79.84391,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2740f451eeca5a7f0d649e34c4c76756-p_e.jpg
"720 Reece Ct, Milton, ON L9T 0X4",L9T0X4,Milton,ON,1599900.0,5.0,4.0,,,3484.8,sqft,https://zillow.com/homedetails/720-Reece-Ct-Milton-ON-L9T-0X4/447601250_zpid/,43.485672,-79.87859,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c8df9182d7d95ae0d85b74cab7573482-p_e.jpg
"49 James St, Milton, ON L9T 2P5",L9T2P5,Milton,ON,2000000.0,5.0,4.0,,,0.4423743067033975,acres,https://zillow.com/homedetails/49-James-St-Milton-ON-L9T-2P5/441582635_zpid/,43.512466,-79.886215,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/de4885cae43afa781e496881758996a0-p_e.jpg
"81 Millside Dr #506, Milton, ON L9T 3X4",L9T3X4,Milton,ON,589900.0,3.0,2.0,,,,,https://zillow.com/homedetails/81-Millside-Dr-506-Milton-ON-L9T-3X4/347767683_zpid/,43.51596,-79.88357,APARTMENT,https://photos.zillowstatic.com/fp/3eef76abc852755a3a7e83f09734b539-p_e.jpg
"4496 Henderson Rd, Milton, ON L9E 0K1",L9E0K1,Milton,ON,4497000.0,6.0,5.0,6500.0,691.85,3.837,acres,https://zillow.com/homedetails/4496-Henderson-Rd-Milton-ON-L9E-0K1/345195654_zpid/,43.461166,-79.812836,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b5db4b0a106e9894941558a1447067bf-p_e.jpg
"491 Ontario St N, Milton, ON L9T 3J4",L9T3J4,Milton,ON,699000.0,3.0,2.0,,,,,https://zillow.com/homedetails/491-Ontario-St-N-Milton-ON-L9T-3J4/448659993_zpid/,43.525867,-79.88709,TOWNHOUSE,https://photos.zillowstatic.com/fp/aa6ab6dd207a6c06f3f46b1766ff0fa0-p_e.jpg
"320 Wrigglesworth Cres, Milton, ON L9T 6Z9",L9T6Z9,Milton,ON,2099900.0,5.0,5.0,3329.0,630.79,4275.0,sqft,https://zillow.com/homedetails/320-Wrigglesworth-Cres-Milton-ON-L9T-6Z9/2066535003_zpid/,43.498077,-79.8843,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/02c193a12e549a7ac9b2f498a92cab4b-p_e.jpg
"630 Thompson Rd S, Milton, ON L9T 0C7",L9T0C7,Milton,ON,949999.0,4.0,4.0,,,3477.981,sqft,https://zillow.com/homedetails/630-Thompson-Rd-S-Milton-ON-L9T-0C7/449358983_zpid/,43.515312,-79.85022,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8fe0faf4ce3ed370fd7bc61e8284d066-p_e.jpg
"390 Woodward Ave, Milton, ON L9T 1V4",L9T1V4,Milton,ON,1195000.0,4.0,2.0,1087.0,1099.36,6619.8,sqft,https://zillow.com/homedetails/390-Woodward-Ave-Milton-ON-L9T-1V4/449325953_zpid/,43.520542,-79.883804,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2a7890246c244d99cdb9703d061b58b3-p_e.jpg
"433 Trudeau Dr, Milton, ON L9T 5K8",L9T5K8,Milton,ON,1139000.0,3.0,3.0,1669.0,682.44,3085.7882,sqft,https://zillow.com/homedetails/433-Trudeau-Dr-Milton-ON-L9T-5K8/448734825_zpid/,43.531418,-79.84161,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b30fdacee9dda0bcd317ff82ccbacdea-p_e.jpg
"265 Fasken Ct, Milton, ON L9T 6S9",L9T6S9,Milton,ON,1149000.0,4.0,4.0,2175.0,528.28,,,https://zillow.com/homedetails/265-Fasken-Ct-Milton-ON-L9T-6S9/2071211648_zpid/,43.525536,-79.85989,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0f0db444463d52e7da4cc01479a98b07-p_e.jpg
"12097 Six Line Nassagaweya, Milton, ON L7J 2L7",L7J2L7,Milton,ON,2200000.0,5.0,3.0,2540.0,866.14,45.2132,acres,https://zillow.com/homedetails/12097-Six-Line-Nassagaweya-Milton-ON-L7J-2L7/2057729183_zpid/,43.576286,-80.03338,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ba8f96561f840dccaa5e3570536334ec-p_e.jpg
"684 Harrison Rd, Milton, ON L9T 4S9",L9T4S9,Milton,ON,1445000.0,4.0,3.0,,,6238.0,sqft,https://zillow.com/homedetails/684-Harrison-Rd-Milton-ON-L9T-4S9/448596645_zpid/,43.514805,-79.85744,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f19fa1ef814b904a9ac527c950ead5a1-p_e.jpg
"103 Thomas St, Milton, ON L9T 2E3",L9T2E3,Milton,ON,2400000.0,4.0,4.0,3731.0,643.26,0.3842516069788797,acres,https://zillow.com/homedetails/103-Thomas-St-Milton-ON-L9T-2E3/2058284881_zpid/,43.511307,-79.88009,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/00c5878c914f65ceda84e3e17d9a8b42-p_e.jpg
"1414 Hearst Blvd, Milton, ON L9T 6M6",L9T6M6,Milton,ON,1495000.0,4.0,3.0,,,4505.2,sqft,https://zillow.com/homedetails/1414-Hearst-Blvd-Milton-ON-L9T-6M6/449321754_zpid/,43.516132,-79.833916,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5bbb88d088ce85e4f4ee4a8a1b3c035f-p_e.jpg
"769 Cabot Trl, Milton, ON L9T 3R8",L9T3R8,Milton,ON,874900.0,4.0,1.0,,,7800.0,sqft,https://zillow.com/homedetails/769-Cabot-Trl-Milton-ON-L9T-3R8/440574682_zpid/,43.528625,-79.874435,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/492c4b9102543114ee6b0925b474b2c7-p_e.jpg
"359 Bussel Cres, Milton, ON L9T 0W6",L9T0W6,Milton,ON,799900.0,3.0,3.0,,,,,https://zillow.com/homedetails/359-Bussel-Cres-Milton-ON-L9T-0W6/446113648_zpid/,43.53135,-79.85319,TOWNHOUSE,https://photos.zillowstatic.com/fp/66b8946dc6e0e2371b4f6f8b07893a70-p_e.jpg
"491 Pettit Trl, Milton, ON L9T 6N9",L9T6N9,Milton,ON,1349000.0,4.0,3.0,2263.0,596.11,4228.393,sqft,https://zillow.com/homedetails/491-Pettit-Trl-Milton-ON-L9T-6N9/441784574_zpid/,43.521755,-79.85237,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/89a0cea664658e4fe670c5817dff4381-p_e.jpg
